City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Caronport,CA,50.4501,-105.8179,46.17,44,100,12.03,overcast clouds
347,Pudozh,RU,61.8099,36.5345,5.92,99,66,3.51,broken clouds
348,Caohai,CN,26.8661,104.2841,36.1,92,6,3.0,clear sky
349,Junagarh,IN,19.8667,82.9333,79.16,41,6,4.5,clear sky
350,Soissons,FR,49.3333,3.3333,35.42,88,98,7.85,overcast clouds
351,Kinablangan,PH,7.6947,126.5503,74.91,95,100,4.74,overcast clouds
352,Quata,BR,-22.2475,-50.6983,67.8,85,33,13.0,scattered clouds
353,Nanjing,CN,32.0617,118.7778,45.97,71,0,3.85,clear sky
354,Singkawang,ID,0.9,109.0,74.89,95,52,2.44,broken clouds
355,Nevinnomyssk,RU,44.6267,41.9453,52.9,77,97,2.89,overcast clouds
356,Kruisfontein,ZA,-34.0033,24.7314,60.89,89,90,5.26,light rain
357,Sampit,ID,-2.5333,112.95,75.04,95,98,1.99,overcast clouds
358,Flinders,AU,-34.5833,150.8552,71.06,62,73,10.0,broken clouds
359,Mareeba,AU,-17.0,145.4333,80.47,74,62,2.75,broken clouds
360,Ayan,RU,56.45,138.1667,27.97,74,93,6.26,overcast clouds
361,Turbat,PK,26.0023,63.044,81.1,11,48,6.15,scattered clouds
362,Manaus,BR,-3.1019,-60.025,75.69,94,75,5.75,heavy intensity rain
363,Smithers,CA,54.7804,-127.1743,44.64,50,96,5.91,overcast clouds
364,Ratnagiri,IN,16.9833,73.3,75.97,81,56,4.5,broken clouds
365,Srednekolymsk,RU,67.45,153.6833,-4.31,89,63,3.53,broken clouds
366,Fiumicino,IT,41.7675,12.2291,43.48,87,40,6.91,light rain
367,Lakatoro,VU,-16.0999,167.4164,81.05,84,100,8.12,overcast clouds
368,Quang Ngai,VN,15.1167,108.8,68.04,94,100,8.95,overcast clouds
369,Vanino,RU,49.0869,140.2543,37.6,71,84,5.06,broken clouds
370,Namibe,AO,-15.1961,12.1522,71.22,83,100,2.26,light rain
371,Montepuez,MZ,-13.1256,38.9997,67.35,99,30,2.68,scattered clouds
372,Pocone,BR,-16.2567,-56.6228,73.17,84,14,3.74,few clouds
373,Paranhos,BR,-23.8928,-55.4311,70.32,78,95,6.44,overcast clouds
374,Ormara,PK,25.2088,64.6357,76.62,71,21,0.67,few clouds
375,Chapleau,CA,47.8405,-83.4034,32.09,100,100,3.44,overcast clouds
376,San Buenaventura,MX,27.0833,-101.5333,85.12,42,20,11.5,few clouds
377,Pemangkat,ID,1.1667,108.9667,76.37,89,71,3.56,broken clouds
378,Pravia,ES,43.4906,-6.1508,43.07,81,75,3.44,broken clouds
379,Trairi,BR,-3.2778,-39.2689,76.28,89,100,6.64,overcast clouds
380,Fort-Shevchenko,KZ,44.5086,50.263,53.13,55,29,19.93,scattered clouds
381,Los Llanos De Aridane,ES,28.6585,-17.9182,60.12,78,75,3.44,broken clouds
382,Zhifang,CN,30.35,114.3167,53.58,71,0,3.06,clear sky
383,Saint Anthony,US,45.0205,-93.218,46.65,53,40,20.71,scattered clouds
384,Victoria,HK,22.2855,114.1577,62.26,57,98,11.01,overcast clouds
385,Naliya,IN,23.2667,68.8333,76.24,72,0,7.34,clear sky
386,Oranjestad,AW,12.524,-70.027,80.55,78,20,17.27,few clouds
387,Codrington,AU,-38.2667,141.9667,62.47,68,56,6.51,broken clouds
388,Leleasca,RO,44.7833,24.4333,41.43,70,78,13.87,broken clouds
389,Charters Towers,AU,-20.1,146.2667,78.4,67,66,10.11,broken clouds
390,Yopal,CO,5.3378,-72.3959,82.15,60,93,3.13,overcast clouds
391,Ferme-Neuve,CA,46.7001,-75.4493,34.2,83,100,1.57,overcast clouds
392,Nguruka,TZ,-5.1092,31.0419,65.05,90,66,2.77,broken clouds
393,Thinadhoo,MV,0.5333,72.9333,82.54,69,7,4.61,clear sky
394,Dingle,PH,10.9995,122.6711,77.38,83,75,8.3,broken clouds
395,Kidal,ML,18.4411,1.4078,87.8,5,0,5.91,clear sky
396,Wattegama,LK,6.7989,81.4808,73.18,94,52,2.98,broken clouds
397,Chirongui,YT,-12.9319,45.1483,80.53,72,16,5.46,few clouds
398,Ust-Nera,RU,64.5667,143.2,1.96,97,100,0.11,overcast clouds
399,Inzer,RU,54.2167,57.5556,35.98,93,100,4.43,overcast clouds
400,Hawera,NZ,-39.5917,174.2833,68.5,71,92,7.07,overcast clouds
401,Morondava,MG,-20.2833,44.2833,76.73,77,0,4.25,clear sky
402,Satka,RU,55.0425,59.04,37.38,89,94,5.88,overcast clouds
403,Plettenberg Bay,ZA,-34.0527,23.3716,59.88,88,71,4.23,broken clouds
404,Isangel,VU,-19.55,169.2667,82.72,80,100,7.65,overcast clouds
405,Khandyga,RU,62.6667,135.6,8.08,81,74,4.7,broken clouds
406,Vestmanna,FO,62.1564,-7.1664,41.92,93,100,19.57,overcast clouds
407,Maragogi,BR,-9.0122,-35.2225,78.4,77,23,6.2,few clouds
408,Pitea,SE,65.3172,21.4794,26.69,72,33,9.95,scattered clouds
409,Basco,PH,20.4487,121.9702,74.73,78,100,32.5,overcast clouds
410,Lumeje,AO,-11.55,20.7833,66.54,90,88,4.21,overcast clouds
411,Vardo,NO,70.3705,31.1107,27.84,69,100,9.22,overcast clouds
412,Bud,US,39.447,-86.1758,51.89,81,76,11.72,light rain
413,Imbituba,BR,-28.24,-48.6703,70.83,82,78,7.81,broken clouds
414,Maple Creek,CA,49.9168,-109.4848,42.85,75,100,6.91,overcast clouds
415,Quepos,CR,9.4236,-84.1652,81.27,76,88,2.71,overcast clouds
416,Yumen,CN,40.2833,97.2,44.96,14,2,15.95,clear sky
417,Tura,IN,25.5198,90.2201,68.68,91,16,3.67,few clouds
418,Naqadeh,IR,36.9553,45.388,52.84,40,4,5.26,clear sky
419,Pochutla,MX,15.7432,-96.4661,87.82,36,5,7.47,clear sky
420,Moen,NO,69.1304,18.6123,21.92,93,75,0.0,broken clouds
421,Mana,GF,5.6592,-53.7767,77.65,87,96,12.21,overcast clouds
422,Voh,NC,-20.9667,164.7,85.05,73,89,4.92,overcast clouds
423,Nelson Bay,AU,-32.7167,152.15,66.0,83,48,11.12,scattered clouds
424,Yulara,AU,-25.2406,130.9889,63.72,39,0,9.6,clear sky
425,Korla,CN,41.7597,86.1469,52.61,33,12,4.36,few clouds
426,Baft,IR,29.234,56.6057,55.54,18,0,3.71,clear sky
427,Anadyr,RU,64.75,177.4833,12.7,85,20,6.71,few clouds
428,Panubigan,PH,7.4281,123.3466,75.15,91,100,2.82,overcast clouds
429,Mindelo,CV,16.8901,-24.9804,69.35,68,20,12.66,few clouds
430,Vonyarcvashegy,HU,46.7574,17.3117,33.82,96,100,15.32,light snow
431,Derzhavinsk,KZ,51.1,66.3167,34.68,81,100,10.22,overcast clouds
432,Gaoua,BF,10.2992,-3.2508,85.77,49,100,6.55,overcast clouds
433,Antalaha,MG,-14.9003,50.2788,73.17,88,13,5.55,few clouds
434,Zapolyarnyy,RU,69.4154,30.8136,15.08,97,100,4.18,overcast clouds
435,Naze,JP,28.3667,129.4833,63.52,72,99,15.55,light rain
436,Juquia,BR,-24.3208,-47.6347,67.37,100,100,0.89,overcast clouds
437,Nayoro,JP,44.3506,142.4578,37.36,82,82,12.77,broken clouds
438,Esperance,AU,-33.8667,121.9,68.38,47,21,11.41,few clouds
439,Kuytun,RU,54.3419,101.5036,25.27,91,100,7.38,overcast clouds
440,Abatskoye,RU,56.2875,70.4555,31.8,99,100,2.06,snow
441,Jian,CN,27.1172,114.9793,51.3,83,0,2.17,clear sky
442,Muromtsevo,RU,56.3724,75.2418,29.39,97,100,9.01,snow
443,San Juan De Los Morros,VE,9.9115,-67.3538,86.09,44,66,3.24,broken clouds
444,Khandagayty,RU,50.7333,92.05,23.45,80,88,2.84,overcast clouds
445,Tazovskiy,RU,67.4667,78.7,-5.87,100,92,6.17,overcast clouds
446,Priladozhskiy,RU,59.85,31.4833,17.53,1,12,3.85,few clouds
447,Tomatlan,MX,19.9333,-105.25,84.22,43,4,10.76,clear sky
448,Ivankiv,UA,50.9386,29.8943,33.49,97,100,7.31,overcast clouds
449,Waipawa,NZ,-41.4122,175.5153,62.87,73,39,1.43,scattered clouds
450,Kampot,KH,10.6167,104.1833,75.25,93,100,11.68,overcast clouds
451,Katsuura,JP,35.1333,140.3,54.57,73,100,12.5,light rain
452,Concordia,AR,-31.393,-58.0209,68.79,68,0,5.57,clear sky
453,Medford,US,42.3265,-122.8756,65.95,22,0,3.44,clear sky
454,Capreol,CA,46.706,-80.9225,33.55,92,100,0.0,overcast clouds
455,Rauma,FI,61.1272,21.5113,32.04,90,87,5.79,overcast clouds
456,Kensington,AU,-33.9167,151.2167,69.51,59,0,10.36,clear sky
457,Pontarlier,FR,46.8333,6.25,23.14,99,100,3.96,overcast clouds
458,Namatanai,PG,-3.6667,152.4333,79.25,87,99,11.77,light rain
459,Saint-Pierre,RE,-21.3393,55.4781,73.18,94,75,4.61,light rain
460,Rocha,UY,-34.4833,-54.3333,58.03,82,2,8.3,clear sky
461,Itarema,BR,-2.9248,-39.9167,76.44,87,86,10.02,overcast clouds
462,Bonavista,CA,48.6499,-53.1147,34.3,82,98,23.73,overcast clouds
463,Boa Vista,BR,2.8197,-60.6733,87.78,48,75,5.75,broken clouds
464,Inhambane,MZ,-23.865,35.3833,76.59,77,15,8.3,few clouds
465,General Roca,AR,-39.0333,-67.5833,73.62,32,62,22.41,broken clouds
466,Gogrial,SS,8.5332,28.1004,88.03,28,86,4.34,overcast clouds
467,Alugan,PH,12.2188,125.4808,79.56,81,39,14.23,scattered clouds
468,Guerrero Negro,MX,27.9769,-114.0611,65.89,56,58,15.7,broken clouds
469,Farim,GW,12.4839,-15.2217,78.39,38,42,6.96,scattered clouds
470,Araouane,ML,18.9048,-3.5265,85.5,11,1,6.78,clear sky
471,Bandarbeyla,SO,9.4942,50.8122,77.27,84,44,2.71,scattered clouds
472,Banyo,CM,6.75,11.8167,72.12,44,100,2.89,overcast clouds
473,Alpine,US,32.835,-116.7664,64.92,82,100,8.05,mist
474,Jalu,LY,29.0331,21.5482,75.36,12,100,6.51,overcast clouds
475,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.78,43,20,20.13,few clouds
476,Newport,GB,51.5877,-2.9984,39.09,76,28,8.41,scattered clouds
477,Eureka,US,40.8021,-124.1637,69.67,66,9,8.99,clear sky
478,Machico,PT,32.7,-16.7667,62.01,86,75,3.44,broken clouds
479,Poso,ID,-1.3959,120.7524,78.8,75,100,3.31,overcast clouds
480,Ahuimanu,US,21.4447,-157.8378,83.91,65,40,18.41,scattered clouds
481,Wamba,NG,8.9333,8.6,81.81,44,100,3.44,overcast clouds
482,Bengkulu,ID,-3.8004,102.2655,74.8,81,66,5.23,broken clouds
483,Kosh-Agach,RU,50.0,88.6667,16.43,67,68,2.93,broken clouds
484,Bonnyville,CA,54.2668,-110.735,42.6,100,100,4.68,overcast clouds
485,Lethem,GY,3.3803,-59.7968,86.63,55,80,11.16,broken clouds
486,Aksu,CN,41.1231,80.2644,52.7,30,98,3.22,overcast clouds
487,Nome,US,64.5011,-165.4064,19.47,49,0,9.22,clear sky
488,Bend,US,44.0582,-121.3153,59.0,26,0,8.01,clear sky
489,Beloha,MG,-25.1667,45.05,70.41,66,0,2.48,clear sky
490,Binga,ZW,-17.6203,27.3414,71.28,73,5,1.97,clear sky
491,Catmondaan,PH,10.6861,124.0139,78.44,83,100,6.11,overcast clouds
492,Port Keats,AU,-14.25,129.55,81.52,65,12,3.4,few clouds
493,Omboue,GA,-1.5746,9.2618,73.31,95,92,4.0,overcast clouds
494,Otavi,NA,-19.65,17.3333,65.55,85,100,1.99,overcast clouds
495,Mahajanga,MG,-15.7167,46.3167,75.22,94,20,5.75,few clouds
496,Aguimes,ES,27.9054,-15.4461,63.23,68,75,2.3,broken clouds
497,Dorokhovo,RU,55.5506,36.3744,29.08,97,100,12.62,light snow
498,Palana,RU,59.1167,159.9667,18.05,87,99,2.21,overcast clouds
499,Kitgum,UG,3.2783,32.8867,76.26,52,65,7.07,broken clouds
500,Iqaluit,CA,63.7506,-68.5145,26.33,86,100,11.5,light snow
501,Marystown,CA,47.1666,-55.1483,35.85,100,98,1.99,overcast clouds
502,La Ligua,CL,-32.4524,-71.2311,62.24,70,2,4.94,clear sky
503,Listvyanskiy,RU,54.4399,83.4984,32.07,99,100,6.02,snow
504,Vysokogornyy,RU,50.1167,139.15,31.1,84,84,7.83,broken clouds
505,Kozhevnikovo,RU,56.2589,83.9714,24.26,92,100,5.37,overcast clouds
506,Urumqi,CN,43.801,87.6005,47.35,37,0,6.71,clear sky
507,Klaksvik,FO,62.2266,-6.589,43.72,88,100,17.78,overcast clouds
508,Langxiang,CN,46.95,128.8833,38.14,56,0,4.14,clear sky
509,Ugoofaaru,MV,5.6667,73.0,82.24,72,7,2.48,clear sky
510,Solnechnyy,RU,50.7214,136.6319,33.96,85,51,4.14,broken clouds
511,Egvekinot,RU,66.3167,-179.1667,-2.83,82,17,15.17,few clouds
512,Yerofey Pavlovich,RU,53.9667,121.9667,31.6,79,100,7.0,overcast clouds
513,Chekhov,RU,55.1431,37.4711,30.15,97,100,11.41,snow
514,Glendive,US,47.1053,-104.7125,60.49,22,0,8.05,clear sky
515,Ixtapa,MX,20.7,-105.2,74.43,73,20,13.8,few clouds
516,Bantou,CN,26.2151,117.4893,49.57,86,63,1.5,broken clouds
517,Roebourne,AU,-20.7833,117.1333,79.77,81,0,6.38,clear sky
518,Cobija,BO,-11.0267,-68.7692,69.48,77,63,1.48,broken clouds
519,Bathsheba,BB,13.2167,-59.5167,77.61,69,20,17.27,few clouds
520,Barranca De Upia,CO,4.5696,-72.9668,79.86,76,87,1.48,overcast clouds
521,Ballitoville,ZA,-29.539,31.2144,69.17,95,99,9.37,light rain
522,Rameswaram,IN,9.2833,79.3,83.03,76,18,10.65,few clouds
523,Nampula,MZ,-15.1165,39.2666,67.95,99,18,1.57,few clouds
524,Srandakan,ID,-7.9386,110.2506,75.88,88,60,2.91,broken clouds
525,Kenai,US,60.5544,-151.2583,44.69,65,40,9.22,scattered clouds
526,Jaca,ES,42.569,-0.5499,29.98,79,11,6.15,few clouds
527,Adana,TR,36.985,35.2881,59.02,100,40,3.44,fog
528,Viedma,AR,-40.8135,-62.9967,72.32,27,40,27.36,scattered clouds
529,Tegh,AM,39.5579,46.4772,49.84,41,30,10.98,scattered clouds
530,Tocopilla,CL,-22.092,-70.1979,67.64,68,18,6.89,few clouds
531,Madimba,TZ,-10.4,40.3333,75.9,89,34,3.0,scattered clouds
532,Sur,OM,22.5667,59.5289,82.71,37,57,9.37,broken clouds
533,Zhangye,CN,38.9342,100.4517,42.85,20,4,3.56,clear sky
534,Cervo,ES,43.6702,-7.4101,44.96,73,18,6.26,few clouds
535,Yuli,NG,9.6989,10.2744,85.73,16,98,4.43,overcast clouds
536,Caconda,AO,-13.7333,15.0667,61.29,98,100,4.68,heavy intensity rain
537,Quatre Cocos,MU,-20.2078,57.7625,76.08,88,100,14.81,moderate rain
538,Conde,BR,-7.2597,-34.9075,78.26,89,20,4.61,few clouds
539,Ninghai,CN,29.2892,121.4247,46.17,77,43,3.31,scattered clouds
540,Yertsevo,RU,60.7966,40.086,15.53,94,97,6.33,overcast clouds
541,Tessalit,ML,20.1986,1.0114,84.88,10,0,8.43,clear sky
542,Lukang,TW,24.0567,120.4352,61.43,85,100,25.41,moderate rain
543,Kavos,GR,38.8268,22.8322,61.14,56,2,7.45,clear sky
544,Kulachi,PK,31.9286,70.4592,78.33,11,0,10.42,clear sky
545,Aripuana,BR,-9.1667,-60.6333,73.08,98,63,1.74,broken clouds
546,Tautira,PF,-17.7333,-149.15,82.26,78,100,10.42,light rain
547,Valley City,US,46.9233,-98.0032,41.52,56,20,10.36,few clouds
548,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.16,57,12,5.88,few clouds
549,Castro,BR,-24.7911,-50.0119,59.49,96,100,7.76,overcast clouds
550,Acarau,BR,-2.8856,-40.12,76.8,87,75,10.94,broken clouds
551,Skala Fourkas,GR,39.9998,23.3841,57.09,61,0,12.48,clear sky
552,Roma,US,43.2128,-75.4557,42.94,47,0,9.22,clear sky
553,Touros,BR,-5.1989,-35.4608,80.11,81,96,12.64,overcast clouds
554,Agirish,RU,61.9247,63.0231,6.96,97,99,2.3,overcast clouds
555,Ust-Tsilma,RU,65.441,52.1498,-0.22,99,63,3.04,broken clouds
556,San Joaquin,US,37.9333,-121.3011,80.67,24,0,13.8,clear sky
557,Wum,CM,6.3833,10.0667,72.57,55,68,4.23,broken clouds
558,Puerto Montt,CL,-41.4698,-72.9447,50.83,81,75,3.44,broken clouds
559,Thessalon,CA,46.2501,-83.5666,32.29,97,100,5.3,light snow
560,Gasa,PS,31.5,34.4667,65.35,51,100,4.29,overcast clouds
561,Castro Alves,BR,-12.7656,-39.4283,71.26,91,70,4.94,broken clouds
562,Shubarkuduk,KZ,49.1447,56.4872,42.37,75,100,12.26,overcast clouds
563,Nangomba,TZ,-10.9,38.5,69.91,97,27,1.88,scattered clouds
564,Puerto Ayacucho,VE,5.6639,-67.6236,77.43,84,77,11.05,broken clouds
565,Kadnikov,RU,59.5022,40.338,24.53,90,100,9.6,overcast clouds
566,Belyy Yar,RU,53.6039,91.3903,33.85,86,0,4.47,light snow
567,Faya,SA,18.3851,42.4509,60.91,19,0,5.26,clear sky
568,Guapo,BR,-16.8306,-49.5319,80.98,62,38,5.08,scattered clouds
569,Puri,IN,19.8,85.85,81.12,88,9,17.87,clear sky
570,Shelburne,CA,44.0787,-80.2041,39.9,68,100,3.51,overcast clouds
571,Ca Mau,VN,9.1769,105.15,76.48,90,100,7.96,overcast clouds
572,Arlit,NE,18.7369,7.3853,85.93,3,100,9.24,overcast clouds
573,Orlik,RU,52.5178,99.825,19.33,89,100,3.36,overcast clouds
574,Beringovskiy,RU,63.05,179.3167,3.56,88,88,13.15,overcast clouds
575,Polovinnoye,RU,54.7914,65.9864,34.92,94,90,9.6,overcast clouds
576,Kirakira,SB,-10.4544,161.9205,81.72,80,99,5.21,overcast clouds
577,Sorland,NO,67.667,12.6934,34.05,54,100,26.62,light snow
578,Trat,TH,12.5,102.5,64.9,84,100,13.11,overcast clouds
579,Zhezkazgan,KZ,47.8043,67.7144,44.31,55,92,3.71,overcast clouds
580,Cochrane,CA,51.1834,-114.4687,44.53,78,40,16.11,scattered clouds
581,Grand-Lahou,CI,5.1367,-5.0242,80.15,86,100,7.87,light rain
582,Zeya,RU,53.75,127.2667,27.97,92,100,5.06,overcast clouds
583,Murgab,TM,37.4966,61.9714,55.27,50,1,4.61,clear sky
584,Axim,GH,4.8699,-2.2405,80.4,85,96,7.11,overcast clouds
585,Alpena,US,45.0617,-83.4327,34.05,91,100,5.99,overcast clouds
586,Rottenmann,AT,47.5167,14.35,26.28,97,100,4.65,light snow
587,Spokane,US,47.6166,-117.3677,57.2,41,75,24.16,broken clouds
588,Umm Lajj,SA,25.0213,37.2685,81.32,31,5,1.25,clear sky
589,Mokhsogollokh,RU,61.4681,128.9203,17.98,94,100,0.22,light snow
590,Gweta,BW,-20.1833,25.2333,76.53,43,77,7.25,broken clouds
591,Voi,KE,-3.3945,38.563,72.45,92,98,6.17,light rain
592,Clyde River,CA,70.4692,-68.5914,12.43,92,100,6.91,overcast clouds
593,Sahuaripa,MX,29.05,-109.2333,91.02,7,0,12.91,clear sky
594,Mehamn,NO,71.0357,27.8492,27.46,85,100,19.39,light snow
595,Takoradi,GH,4.8845,-1.7554,80.65,85,99,8.41,overcast clouds
596,Tigil,RU,57.8,158.6667,23.92,92,100,11.43,light snow
597,Beidao,CN,34.5686,105.8933,51.1,71,46,5.23,scattered clouds
598,Baryatino,RU,54.3121,34.521,29.8,94,100,14.32,overcast clouds
599,Collie,AU,-33.3667,116.15,65.14,89,86,2.84,overcast clouds
600,Kismayo,SO,-0.3582,42.5454,80.47,77,44,12.48,scattered clouds
601,Nauta,PE,-4.5061,-73.5757,67.68,99,100,1.52,overcast clouds
602,Asbe Teferi,ET,9.0833,40.8667,64.36,69,98,2.68,light rain
603,San Javier,ES,37.8063,-0.8374,51.58,64,0,3.0,clear sky
604,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.4,87,100,16.11,overcast clouds
605,Chicama,PE,-7.8447,-79.1469,66.74,68,91,8.25,overcast clouds
606,Inuvik,CA,68.3499,-133.7218,-4.94,54,20,8.05,few clouds
607,Pitimbu,BR,-7.4706,-34.8086,79.39,77,24,10.54,few clouds
608,La Paz,BO,-16.5,-68.15,51.78,81,75,10.36,broken clouds
609,Mercedes,AR,-34.6515,-59.4307,61.79,55,0,9.44,clear sky
610,Kitimat,CA,54.0524,-128.6534,41.92,29,100,3.65,moderate rain
611,Natal,BR,-5.795,-35.2094,82.62,78,40,9.22,scattered clouds
612,Pacific Grove,US,36.6177,-121.9166,72.39,73,0,5.99,clear sky
613,Merauke,ID,-8.4667,140.3333,81.07,72,75,2.37,broken clouds
614,Idlib,SY,35.9306,36.6339,58.87,47,8,3.87,clear sky
615,Callaguip,PH,18.0714,120.4867,78.39,76,95,15.19,overcast clouds
616,Fort Nelson,CA,58.8053,-122.7002,26.19,54,20,4.61,few clouds
617,Sitka,US,57.0531,-135.33,46.29,57,100,19.57,light rain
618,Reconquista,AR,-29.15,-59.65,66.54,70,88,6.02,light rain
619,Takaka,NZ,-40.85,172.8,67.55,60,45,4.36,scattered clouds
620,Aloleng,PH,16.1307,119.7824,79.47,74,99,9.95,overcast clouds
621,Jutai,BR,-5.1833,-68.9,69.1,99,100,3.09,overcast clouds
622,Medina Del Campo,ES,41.3124,-4.9141,32.72,76,17,7.85,few clouds
623,Sestri Levante,IT,44.2732,9.3968,48.06,83,100,1.01,overcast clouds
624,Krutikha,RU,53.9599,81.2093,34.41,99,100,7.72,overcast clouds
625,Loreto,MX,22.2667,-101.9667,84.61,6,21,13.71,few clouds
626,Baturite,BR,-4.3286,-38.8847,72.46,91,90,2.06,overcast clouds
627,Kupang,ID,-10.1667,123.5833,77.31,81,25,1.61,scattered clouds
628,Havre,FR,49.5833,0.3333,35.37,69,0,3.44,clear sky
629,Kenora,CA,49.8167,-94.4337,31.17,74,100,9.22,overcast clouds
630,Catuday,PH,16.2923,119.8062,78.12,75,98,12.97,overcast clouds
631,Wenchi,GH,7.7392,-2.1046,77.54,81,66,4.41,light rain
632,Mahbubabad,IN,17.6167,80.0167,77.58,68,17,7.99,few clouds
633,Barstow,US,34.8986,-117.0228,83.39,22,49,11.59,scattered clouds
634,Kajaani,FI,64.2273,27.7285,26.65,93,100,5.75,overcast clouds
635,Omihachiman,JP,35.1286,136.0976,49.93,82,100,4.76,overcast clouds
636,Shar,KZ,49.5886,81.0453,28.11,98,99,3.91,overcast clouds
637,Zaranj,AF,30.9667,61.8833,68.18,18,0,9.75,clear sky
638,Paramonga,PE,-10.6667,-77.8333,70.61,81,88,9.24,overcast clouds
639,Panama City,PA,8.9936,-79.5197,87.75,66,40,12.66,scattered clouds
640,Shitkino,RU,56.3703,98.3543,23.49,87,97,7.34,overcast clouds
641,Itaqui,BR,-29.1253,-56.5531,67.77,74,25,7.49,scattered clouds
642,Searcy,US,35.2506,-91.7363,71.6,43,0,0.0,clear sky
643,Ilulissat,GL,69.2167,-51.1,33.82,64,62,4.61,broken clouds
644,Kletnya,RU,53.3897,33.2171,30.45,97,100,11.43,snow
645,Rawson,AR,-43.3002,-65.1023,75.51,34,51,16.13,broken clouds
646,Hambantota,LK,6.1241,81.1185,77.5,84,27,4.52,scattered clouds
647,Iberia,US,29.9502,-91.7507,80.67,38,0,6.91,clear sky
648,Zyryanka,RU,65.75,150.85,-3.78,86,99,1.5,overcast clouds
649,Nileshwar,IN,12.25,75.1,78.46,88,10,4.18,clear sky
650,Abu Dhabi,AE,24.4667,54.3667,73.96,84,0,2.3,clear sky
651,Hamilton,US,39.1834,-84.5333,51.26,55,100,9.22,overcast clouds
652,Mezhdurechensk,RU,53.6942,88.0603,33.85,99,100,2.59,snow
653,Turka,UA,49.1541,23.0297,28.8,95,100,4.05,light snow
654,Denpasar,ID,-8.65,115.2167,78.46,94,20,3.44,few clouds
655,Constitucion,CL,-35.3333,-72.4167,59.09,95,73,12.3,light rain
656,Asfi,MA,32.2994,-9.2372,58.05,74,82,13.62,broken clouds
657,Killybegs,IE,54.6333,-8.45,40.44,78,46,4.36,scattered clouds
658,Margate,GB,51.3813,1.3862,39.87,59,17,5.99,few clouds
659,Qaqortoq,GL,60.7167,-46.0333,36.12,97,100,3.53,overcast clouds
660,Letka,RU,59.6011,49.4232,25.7,94,100,10.47,light snow
661,Lenger,KZ,42.183,69.8839,44.04,49,0,6.78,clear sky
662,Sangar,RU,63.9242,127.4739,15.31,89,100,2.51,overcast clouds
663,Bridlington,GB,54.0831,-0.1919,36.01,88,37,5.01,scattered clouds
664,Oistins,BB,13.0667,-59.5333,77.09,69,20,17.27,few clouds
665,Alappuzha,IN,9.49,76.3264,78.28,88,31,4.63,scattered clouds
666,Druzhba,UA,52.0428,33.9453,33.96,96,100,12.3,light snow
667,Itoman,JP,26.1247,127.6694,63.37,86,75,9.22,moderate rain
668,Misawa,JP,40.6836,141.3597,41.23,49,0,3.02,clear sky
669,Aykhal,RU,66.0,111.5,7.38,96,100,6.82,overcast clouds
670,Paamiut,GL,61.994,-49.6678,32.2,93,55,7.23,broken clouds
671,Kurchum,KZ,48.5722,83.6542,34.02,65,65,2.75,broken clouds
672,Uryupinsk,RU,50.8047,42.0138,53.62,73,20,19.15,few clouds
673,Cristalina,BR,-16.7686,-47.6136,67.48,57,8,3.98,clear sky
674,Tromso,NO,69.6496,18.957,26.62,86,100,2.3,overcast clouds
675,San Ramon,US,37.7799,-121.978,79.95,32,0,12.66,clear sky
676,Batagay-Alyta,RU,67.8006,130.4114,2.7,89,95,2.75,overcast clouds
677,Kutum,SD,14.2,24.6667,73.76,15,55,8.7,broken clouds
678,Smolyaninovo,RU,43.2956,132.4675,31.46,63,3,2.68,clear sky
679,Kamaishi,JP,39.2667,141.8833,44.04,62,11,3.11,few clouds
680,Langsa,ID,4.4683,97.9683,74.25,96,100,2.37,overcast clouds
681,Aquiraz,BR,-3.9014,-38.3911,79.18,83,95,5.73,overcast clouds
682,Katastarion,GR,37.8333,20.7667,55.29,68,5,16.51,clear sky
683,Hamadan,IR,34.7992,48.5146,40.08,56,0,6.91,clear sky
684,Gigmoto,PH,13.7796,124.39,79.47,72,75,11.03,broken clouds
685,Mayo,US,38.8876,-76.5119,56.12,56,0,8.05,clear sky
686,Dunedin,NZ,-45.8742,170.5036,64.8,57,45,8.01,scattered clouds
687,Rehoboth,NA,-23.3167,17.0833,66.72,32,0,8.37,clear sky
688,Coquimbo,CL,-29.9533,-71.3436,56.93,88,20,9.22,few clouds
689,Esna,EG,25.2934,32.554,75.22,14,73,4.7,broken clouds
690,Irricana,CA,51.3237,-113.6048,47.95,48,98,15.08,overcast clouds
691,Aljezur,PT,37.3191,-8.8033,51.6,53,100,9.95,overcast clouds
692,Sambava,MG,-14.2667,50.1667,73.98,89,15,5.95,few clouds
693,Kudahuvadhoo,MV,2.6708,72.8944,82.15,69,29,3.24,scattered clouds
694,Barabinsk,RU,55.3571,78.357,30.61,98,100,8.63,light snow
695,Winton,US,37.3894,-120.6133,80.62,30,0,13.8,clear sky
696,Virginia Beach,US,36.8529,-75.978,52.05,65,40,14.97,scattered clouds
697,Hirado,JP,33.3597,129.5531,55.38,55,18,18.66,few clouds
698,Vila Do Maio,CV,15.1333,-23.2167,70.59,78,23,12.84,few clouds
699,Kyabe,TD,9.4515,18.9449,88.7,16,77,1.83,broken clouds
